,meal_type,name,url,image_url,alt,description
2684,lunch,Lemon & pea risotto,/recipes/lemon-pea-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-757453_11-b0eda13.jpg?quality=90&resize=93,85",Lemon & pea risotto,"With just five ingredients this risotto is simple to whip up after a hard day's work, or better still, get someone else to cook it for you!"
2685,lunch,"Black bean, tofu & avocado rice bowl",/recipes/black-bean-tofu-avocado-rice-bowl,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/black-bean-tofu-avocado-rice-bowl-67d0fb0.jpg?quality=90&resize=93,85","Black bean, tofu & avocado rice bowl",Mix up your midweek meals with this vegetarian Mexican brown rice and grilled tofu dinner - swap for chunks of chorizo to make it meaty
2686,lunch,"Sweet potato, spring onion & feta salad",/recipes/sweet-potato-spring-onion-feta-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1255456_8-657433f.jpg?quality=90&resize=93,85","Sweet potato, spring onion & feta salad","Swap heavy mayonnaise and spuds for roasted sweet potato, salty Greek cheese, fresh herbs and pine nuts"
2687,lunch,Hot 'n' spicy roasted red pepper & tomato soup,/recipes/hot-n-spicy-roasted-red-pepper-tomato-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/hot-n-spicy-red-pepper-and-tomato-soup-56d3124.jpg?quality=90&resize=93,85",Hot 'n' spicy roasted red pepper & tomato soup,"Whizz up this warming and vibrant soup in 10 minutes for a filling veggie supper, rich in vitamin C"
2688,lunch,Beetroot soup,/recipes/beetroot-onion-seed-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beetroot-onion-seed-soup-2431877.jpg?quality=90&resize=93,85",Beetroot & onion seed soup,"A deep red autumnal soup that's low fat, vegetarian and full of flavour. Beetroot and apple give this soup a subtle sweet flavour, while lentils add protein and bulk"
2689,lunch,Caribbean beef patties,/recipes/caribbean-beef-patties,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/caribbean-beef-patties-65b156c.jpg?quality=90&resize=93,85",Caribbean beef patties,"Spice up beef mince with turmeric, thyme and hot pepper sauce before folding in shortcrust pastry for a tasty dinner or lunch"
2690,lunch,Courgette carpaccio,/recipes/courgette-carpaccio,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-carpaccio-b18b6e4.jpg?quality=90&resize=93,85",Courgette carpaccio,"A simple salad that looks stunning on the plate. A mix of courgette colours, fragrant mint and salty ricotta salata make this a feast for the senses"
2691,lunch,Teriyaki beef & lettuce cups,/recipes/teriyaki-beef-lettuce-cups,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1169456_11-a385471.jpg?quality=90&resize=93,85",Teriyaki beef & lettuce cups,"Add a taste of Asia to your next party with these irresistible, easy-to-pick-up finger food favourites"
2692,lunch,Beetroot latkes,/recipes/beetroot-latkes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beetroot-latkes-9110145.jpg?quality=90&resize=93,85",Beetroot latkes served with salad,Make beetroot the star ingredient with these healthy latkes which provide three of your 5-a-day. The purple root is packed full of vitamin C and folate 
2693,lunch,Healthy burgers,/recipes/ultimate-makeover-burgers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-659514_11-8fd7d4e.jpg?quality=90&resize=93,85",The ultimate makeover: Burgers,Turn a barbecue favourite into a nutritious meal without compromising on taste with our easy healthy burgers
2694,lunch,Refried roasties,/recipes/refried-roasties,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/refried-roasties-56f5118.jpg?quality=90&resize=93,85",Roast potatoes in a bowl,Use up potatoes left over from Christmas and make these refried roasties with pickled onions and thyme. Ideal for a Boxing Day buffet
2695,lunch,Hot toddy fruitcake,/recipes/hot-toddy-fruitcake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-4296_11-c513b12.jpg?quality=90&resize=93,85",Hot toddy fruitcake,This fabulous Christmas cake can be made and decorated in four very different ways. Just choose yourfavourite
2696,lunch,Thai curry fish cakes with sweet chilli dressing,/recipes/thai-curry-fish-cakes-sweet-chilli-dressing,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/thai-curry-fish-cakes-with-sweet-chilli-dressing-b733883.jpg?quality=90&resize=93,85",Thai curry fish cakes with sweet chilli dressing,Whizz up white fish fillets with curry paste and green beans to make a zesty starter or snack
2697,lunch,Garlic mushrooms on toast,/recipes/garlic-mushrooms-toast,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-775515_11-dd6e1ab.jpg?quality=90&resize=93,85",Garlic mushrooms on toast,A fast and filling lunch with creamy mushrooms that's packed full of flavour
2698,lunch,Chipotle gazpacho,/recipes/chipotle-gazpacho,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chipotle-gazpacho-af1b5ab.jpg?quality=90&resize=93,85",Chipotle gazpacho in two bowls,"Liven up your lunch with this easy, no-cook chipotle gazpacho soup. It's not only delicious but healthy too, delivering three of your 5-a-day and packed with vitamin C"
2699,lunch,Healthy Halloween stuffed peppers,/recipes/healthy-halloween-stuffed-peppers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy_halloween_stuffedpeppers-0f8cbe7.jpg?quality=90&resize=93,85",Healthy Halloween stuffed peppers with faces,Celebrate Halloween with these spooktacular healthy stuffed peppers. They're perfect for a Halloween buffet or a family dinner ahead of trick-or-treating
2700,starter,Mushroom risotto,/recipes/mushroom-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52074_11-ca58d45.jpg?quality=90&resize=93,85",Mushroom risotto sprinkled with parmesan in a bowl,Barney guides you through a step-by-step guide to making a mushroom risotto - you might even find it relaxing!
2701,starter,Mushroom soup,/recipes/mushroom-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mushroom_soup-9b55c55.jpg?quality=90&resize=93,85",Mushroom soup served with parsley topping,"Make the most of mushrooms with this comforting mushroom soup recipe made with cream, onions and garlic. Serve for lunch or as a starter with crusty bread"
2702,starter,Lentil soup,/recipes/lentil-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lentil_soup-c6fa61c.jpg?quality=90&resize=93,85",Lentil soup served in bowls,"Enjoy this filling vegetarian soup with red lentils, carrots and leeks. It's low in calories and fat, and delivers three of your five-a-day "
2703,starter,Broccoli & stilton soup,/recipes/broccoli-stilton-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-889457_11-4468b81.jpg?quality=90&resize=93,85",Broccoli and stilton soup in a patterned bowl with napkin & spoon,"A smooth, blended vegetable soup with blue cheese that's as good for a comforting meal as it is for a dinner party starter"
2704,starter,Quick seafood linguine,/recipes/20minute-seafood-pasta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/seafood_pasta-f15956d.jpg?quality=90&resize=93,85",A bowl of seafood linguine,"This speedy seafood pasta is ready in just 20 minutes. A satisfying, low-fat recipe which makes the most of frozen seafood and chopped tomatoes"
2705,starter,Roasted sweet potato & carrot soup,/recipes/roasted-sweet-potato-carrot-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-sweet-potato-carrot-soup-1223acc.jpg?quality=90&resize=93,85",Roasted sweet potato & carrot soup in a saucepan,"This silky smooth, super versatile vegetarian soup is perfect for a dinner party starter, everyday dinner or warming lunch. Plus it's two of your five-a-day"
2706,starter,Nutty chicken satay strips,/recipes/nutty-chicken-sate-strips,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nutty-chicken-sate-strips-67269e0.jpg?quality=90&resize=93,85",A plate of chicken satay with sliced cucumber and sweet chilli dip,Keep these nutty chicken satay strips in the fridge for a healthy choice when you're peckish. The chicken is served with cucumber and sweet chilli sauce
2707,starter,Pitta bread,/recipes/pitta-bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pitta-bread-74a1b32.jpg?quality=90&resize=93,85",Pitta bread on a chopping board with hummus,Rustle up homemade pitta bread to serve with dips or as a side dish to mop up juices. You can easily make them ahead and freeze them for a fail-safe snack
2708,starter,Meatball & tomato soup,/recipes/meatball-tomato-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/meatball-tomato-soup-afa0bd0.jpg?quality=90&resize=93,85",Meatball & tomato soup in a bowl,"Get three of your 5-a-day in one serving with this healthy, low-calorie tomato soup. The addition of meatballs and giant couscous means it's filling, too"
2709,starter,"Halloumi, carrot & orange salad",/recipes/halloumi-carrot-orange-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/halloumi-carrot-orange-salad-64b2d8b.jpg?quality=90&resize=93,85","Halloumi, carrot & orange salad served on a plate","Serve this halloumi, carrot, orange and watercress salad with a mustard and honey dressing for an easy lunch or starter. It takes just 20 minutes to make and delivers one of your 5-a-day"
2710,starter,Moroccan-style chickpea soup,/recipes/moroccan-chickpea-soup-0,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-192471_11-88af07f.jpg?quality=90&resize=93,85",Moroccan chickpea soup in four bowls with naan bread,"For something hearty and warming with aromatic spice, this chickpea soup is an easy winner"
2711,starter,Tomato bruschetta,/recipes/tomato-bruschetta,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bruschetta-recipe-1-2448fad.jpg?quality=90&resize=93,85",Tomato bruschetta on board with olive oil,"Make our simple tomato bruschetta as a classic Italian starter. Ideal for a summer gathering with friends, this easy dish is fresh, tasty and full of flavour"
2712,starter,Roast aubergines with yogurt & harissa,/recipes/roast-aubergines-yogurt-harissa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-aubergines-with-yogurt-harissa-39a0c4e.jpg?quality=90&resize=93,85",A roasted aubergine served with yogurt and harissa,Looking for a simple side or starter that delivers on taste? Look no further than roast aubergines with yogurt and harissa. It's vegetarian and gluten free
2713,starter,Spicy roasted parsnip soup,/recipes/spicy-roasted-parsnip-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2010/12/Spicy-roasted-parsnip-soup-abc72fe.jpg?quality=90&resize=93,85",Spicy roasted parsnip soup,Aromatic flavours transform the ordinary parsnip into a delicious warming soup
2714,starter,Classic minestrone soup,/recipes/classic-minestrone-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2021/03/Classic-Minestrone-Soup-13720e5.jpg?quality=90&resize=93,85",Classic minestrone soup in a bowl,Whip up this classic Italian vegetable soup with a rich tomato base and pasta. It's low in calories and packed with fibre and vitamin C
2715,starter,Soup maker broccoli and stilton soup,/recipes/soup-maker-broccoli-and-stilton-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/broccoli-and-stilton-soup-f5ab33e.jpg?quality=90&resize=93,85",Broccoli and stilton soup in bowls with bread,"Make a batch of classic broccoli and stilton soup with the help of a soup maker. It's freezable so you can make ahead for busy days, or a packed lunch"
2716,starter,Cullen skink,/recipes/cullen-skink,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cullen_skink-894ceda.jpg?quality=90&resize=93,85",Cullen skink served in a pan and a bowl alongside,"Simmer haddock, potatoes, milk, onion and parsley to make this comforting soup. Serve with crusty bread for a filling lunch or supper"
2717,starter,Butternut squash and red pepper soup,/recipes/red-pepper-squash-harissa-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/red-pepper-squash-harissa-soup-73b4824.jpg?quality=90&resize=93,85","A bowl of squash , red pepper and harissa soup, topped with creme fraiche","Blend butternut squash and red pepper together with the flavours of harissa and spices to make this warming soup. It's healthy, low fat and packed with vitamin C"
2718,starter,"Roasted red pepper, sweet potato & smoked paprika soup",/recipes/roasted-red-pepper-sweet-potato-smoked-paprika-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-red-pepper-sweet-potato-smoked-paprika-soup-932539f.jpg?quality=90&resize=93,85","Roasted red pepper, sweet potato & smoked paprika soup served in a flask and mugs","Enjoy this hearty pepper, sweet potato and paprika soup as a starter, or for lunch on a cold winter's day. If venturing outdoors, take it with you in a flask."
2719,starter,Easy onion bhajis,/recipes/onion-bhajis-raita,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/onion-ea06386.jpg?quality=90&resize=93,85",Onion bhajis on a tray with a bowl of raita,"Serve your crispy onion bhajis with cooling cucumber and mint raita as a snack, or eat alongside a homemade Indian curry. You'll be surprised by how easy they are to make"
2720,starter,Chunky Minestrone soup,/recipes/chunky-minestrone-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1259719_8-3492c0f.jpg?quality=90&resize=93,85",Minestrone soup in bowl,"Our easy minestrone soup makes a filling lunch or a satisfying supper, served with fresh bread. This simple bowl of goodness is packed with nutritious veg"
2721,starter,"Leek, pea & watercress soup",/recipes/leek-pea-watercress-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/leek-pea-watercress-soup-7733968.jpg?quality=90&resize=93,85","Leek, pea & watercress soup served in a bowl","Pack in the goodness with this vibrant green soup, packed with leeks, peas and watercress. It's tasty and healthy too, both low in calories and fat"
2722,starter,How to make guacamole,/recipes/best-ever-chunky-guacamole,"https://images.immediate.co.uk/production/volatile/sites/30/2010/05/best-ever-guacamole-4f6b3d2.jpg?quality=90&resize=93,85",Guacamole in dish,"This is the best version of this classic guacamole dip. The ingredients are kept to a minimum, so it's as fresh-tasting as possible."
